,Movie,LikeCountMean,LikeCountMax,RetweetCountMean,RetweetCountMax,ReplyCountMean,ReplyCountMax,QuoteCountMean,QuoteCountMax,VerifiedMean,FriendsCountMean,FriendsCountMax,FollowersCountMean,FollowersCountMax,StatusesCountMean,StatusesCountMax,revenue
195,BCW Queen Of The North,7.6,21,2.6,8,0.6,2,0.8,2,0.0,2636.3,5881,6269.6,32757,25576.2,62389,5611.0
196,BPM (Beats per Minute),6.56,135,4.77,94,0.2,2,0.28,9,0.13,1571.76,10362,44673.12,792449,44051.72,212236,7632420.0
197,BTS Map of the Soul ON:E - Day 1,379.575,10135,173.025,4973,27.6625,658,14.2125,592,0.0,1409.0125,34047,68157.95,744928,31164.9875,204054,48000000.0
198,BTS Map of the Soul ON:E - Day 2,799.09,32832,224.51,5155,11.96,248,11.25,592,0.03,1343.91,34047,156116.33,3157902,37598.32,470433,48000000.0
199,BTS Permission to Dance On Stage - Seoul: Live Viewing,399.53,28792,68.98,4047,5.67,174,9.18,360,0.12,1309.86,34576,174067.78,4550530,28199.59,271397,32600000.0
200,BTS World Tour 'Love Yourself - Speak Yourself' (The Final) Seoul Live Viewing,39.526315789473685,250,13.526315789473685,85,1.7894736842105263,6,1.736842105263158,13,0.10526315789473684,820.2631578947369,2988,16938.78947368421,76760,93639.36842105263,281560,1226552.0
201,Baadshaho,11.04,348,5.43,185,0.28,4,0.06,2,0.09,580.55,4998,23658.11,672303,52030.01,379376,27000000.0
202,Baaji,10.4,562,0.52,21,0.38,17,0.04,1,0.05,505.34,4307,26619.75,1400430,14806.32,176940,600000.0
203,Babumoshai Bandookbaaz,61.56,1424,9.0,328,3.57,200,0.42,9,0.47,918.64,31622,529281.32,14631365,66773.68,871653,2500000.0
204,Baby Driver,8.2,250,1.66,88,0.83,16,0.16,6,0.07,950.73,6518,44331.41,1565731,53461.86,503412,226945087.0
205,Babyteeth,8.15,96,1.27,10,0.4,4,0.3,7,0.13,1887.18,20124,24975.23,680871,35677.47,211075,989310.0
206,Bad Ben: The Mandela Effect,1.0,1,0.0,0,0.0,0,0.0,0,0.0,1306.0,1306,431.0,431,5305.0,5305,110000.0
207,Bad Boys for Life,20.95,1447,3.95,259,0.51,22,0.2,11,0.15,1110.1,26286,77746.57,5026771,75977.53,1159692,426505244.0
208,Bad Genius,70.0,525,180.57,1874,0.58,10,3.45,63,0.14,171.12,3209,431258.55,2656204,30708.55,191783,42350000.0
209,Bad Samaritan,15.33,261,4.02,58,1.08,35,0.5,9,0.2,1183.68,7327,28984.13,550242,40232.81,305997,3435047.0
210,Bad Times at the El Royale,23.72,627,9.77,326,0.81,12,0.6,23,0.14,1165.08,6864,27108.6,1026307,48957.97,337420,31882724.0
211,Badhaai Ho,18.4,461,1.93,44,0.61,6,0.14,3,0.17,727.94,6490,33679.17,1260442,33048.17,463682,39000000.0
212,Bairavaa,35.78,811,19.17,404,2.1,82,0.64,25,0.05,859.08,6983,23097.92,648884,36293.68,183406,17000000.0
213,Baking Up Love,17.79,1139,1.49,97,1.07,17,0.44,35,0.03,2120.25,27529,4630.37,81257,29672.75,296551,8770.0
214,Balkan Line,5.525,29,1.15,12,0.875,9,0.05,1,0.15,535.275,2544,95800.3,2788167,13879.6,202407,4944386.0
215,Ballerina,4.35,97,3.83,293,0.78,58,0.09,2,0.08,3490.48,181472,38463.67,2570265,57879.31,1680030,2351359.0
216,Balloon,8.03,106,1.91,61,0.67,12,0.66,45,0.09,3189.16,131791,26146.48,636650,56803.72,1575867,11859396.0
217,BanG Dream! Episode of Roselia I: Promise,147.9268292682927,775,34.75609756097561,215,1.7560975609756098,16,7.317073170731708,63,0.21951219512195122,327.0243902439024,3999,105261.0243902439,972899,16936.048780487807,219353,1128578.0
218,BanG Dream! Episode of Roselia II: Song I am.,300.47,7390,192.41,14339,3.14,110,4.7,256,0.11,1326.23,10938,73897.51,1605392,56270.32,232777,122055.0
219,BanG Dream! FILM LIVE 2nd Stage,167.49,4336,35.33,788,0.35,9,1.55,74,0.18,2135.09,17412,92744.33,1605393,110040.9,2061179,283558.0
220,Band Aid,4.25,55,0.86,20,0.32,4,0.17,7,0.1,1185.41,16428,109023.86,4598419,52829.91,420091,248370.0
221,Bang Bang Con: The Live,625.87,24128,125.82,4803,15.72,889,8.9,581,0.02,1074.53,31023,89954.6,2975283,35060.89,487912,20000000.0
222,Bar Wrestling,7.54,130,1.39,32,0.82,10,0.09,3,0.13,1425.68,6149,16153.32,602191,54337.49,304825,11232.0
223,Bar Wrestling 27: In The Midnight Hour,10.0,10,2.0,2,0.0,0,0.0,0,0.0,834.0,834,1755.0,1755,6843.0,6843,35667.0
224,Baranda,5.15,92,1.8,53,0.47,11,0.1,3,0.04,1417.47,36105,24652.56,1016163,33333.41,226050,200000.0
225,Barbarian,5.11,62,0.37,7,0.46,5,0.09,1,0.06,1407.07,5001,9413.69,478059,45992.75,424846,42300000.0
226,Bareilly Ki Barfi,42.78,943,8.1,96,1.19,20,0.46,4,0.22,617.14,7980,212449.8,6193087,35973.65,296486,8050806.0
227,Batman: Gotham by Gaslight,23.87,991,6.19,219,0.65,15,0.6,26,0.14,3640.46,136078,195524.58,9501437,63000.18,410922,3469151.0
228,Batti Gul Meter Chalu,12.81,145,6.38,46,1.09,66,0.13,4,0.18,858.82,40931,65769.75,1353760,51184.54,388701,9600000.0
229,Battle of Jangsari,25.24,763,24.27,622,0.45,6,0.65,14,0.02,418.91,3899,7489.34,120860,55692.82,465253,7883200.0
230,Battle of the Classes,8.31,114,1.39,24,0.61,13,0.15,3,0.03,564.55,4880,1605.03,26712,13551.87,143890,3458157.0
231,Battle of the Sexes,12.2,229,3.28,65,0.72,19,0.65,14,0.43,2780.82,99813,1255707.26,54733090,83305.14,508386,12638526.0
232,Baywatch,10.85,206,2.25,52,0.92,25,0.33,10,0.17,4121.15,292022,152093.28,6316701,69285.09,1143241,177856751.0
233,Be Somebody,6.24,124,1.64,52,0.56,19,0.07,2,0.06,1648.46,22691,9710.99,479601,36695.35,351404,927000000.0
234,Be with You,36.97,3130,10.18,909,1.02,63,2.76,274,0.04,2527.47,62728,6537.84,119297,56540.42,1160365,18588844.0
235,Beach Rats,6.24,37,1.51,12,0.2,3,0.29,4,0.39,2128.29,18122,91770.04,1380712,64366.17,444682,486623.0
236,Beached Tuna,1.84,9,0.13,4,0.19,1,0.0,0,0.01,525.9,4457,882.98,23356,16713.54,227960,443769.0
237,Bearer,17.3,633,5.77,247,1.16,27,0.45,8,0.11,2619.09,139170,77662.65,3137449,52198.88,771492,100000.0
238,Beast,15.14,648,1.83,143,0.9,34,0.04,1,0.02,796.48,7347,23798.17,1380727,21404.06,403055,56000000.0
239,Beasts Clawing at Straws,25.66,1398,6.6,260,0.47,16,0.35,7,0.14,728.55,4612,178668.92,7839109,103203.38,540363,5707415.0
240,Beats,7.74,131,1.31,26,0.44,11,0.14,5,0.04,4974.06,187504,8824.17,200705,55312.55,870601,310827.0
241,Beautiful Boy,26.94,780,4.71,65,1.13,20,0.47,11,0.19,3425.35,230872,305053.01,9501368,48758.53,403036,7649973.0
242,Beautiful Minds,33.83,2075,16.48,1042,1.44,71,0.33,10,0.04,3458.07,156263,29499.04,1739144,23911.56,242515,3358402.0
243,Beautifully Broken,8.76,223,1.75,42,0.33,7,0.11,3,0.11,2392.63,41970,34701.16,596394,31127.01,165637,1271572.0
244,Beauty and the Beast,3.97,46,0.68,11,0.43,6,0.08,2,0.04,1053.29,16216,30895.08,2110650,42671.22,266034,1263521126.0
245,Becky,4.1,64,0.38,7,0.61,10,0.07,2,0.0,1577.75,26014,3520.61,116546,35138.01,463699,1045873.0
246,Becoming Cousteau,7.6,139,2.15,47,0.33,8,0.44,6,0.34,4161.13,120925,286876.54,19946468,88315.98,2041538,244223.0
247,Befikre,12.99,424,5.31,66,0.46,9,0.37,6,0.06,628.45,5086,65491.83,4087847,38867.85,278214,9600000.0
248,Before I Fall,8.31,99,1.97,24,0.28,3,0.18,4,0.12,1077.08,5001,91033.47,3296181,62112.6,423827,16373843.0
249,Before the Burn,6.86,91,0.78,8,0.68,6,0.1,2,0.06,1625.02,17471,6635.89,145816,36606.4,318163,251017.0
250,Behind You,4.55,60,0.35,6,0.45,3,0.04,1,0.03,1457.11,26799,2421.49,29209,35448.84,495964,438694.0
251,Beirut,8.87,281,4.87,185,0.83,42,0.51,19,0.22,1768.53,20400,60249.69,2701365,39291.84,281258,7509436.0
252,Bel Canto,8.43,255,1.75,51,0.24,8,0.18,6,0.16,1880.52,31501,159663.74,6462591,46674.53,478331,176746000.0
253,Belfast,7.95,183,0.58,12,0.57,14,0.14,5,0.06,2857.86,137780,7007.25,213100,45327.26,544156,30000000.0
254,Believe,3.85,54,1.54,54,0.4,2,0.14,4,0.05,2859.84,166093,6394.01,194321,45135.92,409590,890303.0
255,Bellator 175: Rampage vs. King Mo 2,3.25,33,1.1333333333333333,14,0.21666666666666667,5,0.18333333333333332,5,0.11666666666666667,3962.733333333333,42823,40589.5,875387,105025.96666666666,621890,1033113.0
256,Belle,3.18,46,0.24,5,0.4,2,0.09,3,0.02,859.62,6571,1788.46,29214,41186.07,407520,63501160.0
257,Below Her Mouth,18.63,174,3.16,35,0.24,2,0.56,8,0.1,1676.87,11211,9805.18,148720,39195.8,508725,33673.0
258,Benedetta,12.64,168,2.28,37,2.33,153,8.47,809,0.21,2718.37,120922,245048.17,10510975,63455.35,737858,2652725.0
259,Benji,2.92,24,0.64,11,0.33,4,0.13,8,0.0,1202.12,4948,2012.62,12413,35453.22,126619,585333.0
260,Bennett's War,21.1,380,3.68,57,0.51,9,0.17,7,0.21,2756.36,91293,399269.1,14078009,84932.92,2016501,1067629.0
261,Bent,3.73,50,0.75,21,0.55,4,0.03,1,0.01,1347.43,28290,2713.27,50569,33738.13,468123,55429.0
262,Bergman Island,8.36,222,1.24,12,0.38,3,0.09,4,0.15,1421.55,10654,96363.06,2806590,47612.79,669190,589895.0
263,Berlin Syndrome,6.94,99,1.35,14,0.35,6,0.16,2,0.34,2851.85,79890,77452.09,3848622,31774.92,333266,397783.0
264,Beshoot,1.391304347826087,5,1.7391304347826086,26,0.7391304347826086,4,0.0,0,0.043478260869565216,906.304347826087,6267,109902.21739130435,2496896,22852.0,130688,162640.0
265,Bethany,2.78,27,0.52,7,0.35,3,0.08,1,0.08,1459.53,33744,19978.9,1586635,57043.99,2698588,32075.0
266,Better Days,12.95,468,3.37,136,0.56,19,0.2,4,0.04,2207.02,19919,8198.46,195866,41263.39,344163,225879065.0
267,Beware of Children,9.03,284,3.94,149,1.78,125,0.78,58,0.04,2786.5,21497,10007.02,284272,56589.19,619416,183594.0
268,Beyond Extreme Warfare Revenge,20.0,62,4.888888888888889,11,4.888888888888889,33,1.0,4,0.0,1005.8888888888889,1228,33367.555555555555,41227,91780.55555555556,114100,7785.0
269,Beyond Skyline,4.35,33,1.59,28,0.28,3,0.14,2,0.13,2979.4,43979,94230.37,2656197,67601.27,1898962,992181.0
270,Beyond the Edge,8.84,213,3.9,205,1.03,47,0.36,21,0.14,2297.34,35819,61896.84,1494333,46417.03,414939,2244848.0
271,Bhai's Cafe,11.333333333333334,85,4.833333333333333,48,0.16666666666666666,1,0.3333333333333333,3,0.0,1260.1666666666667,5346,21890.0,125793,31484.25,155983,35089.0
272,Bhool Bhulaiyaa 2,22.55,443,4.87,222,0.72,9,0.44,25,0.14,1408.23,14455,225763.87,4736014,81881.32,1006701,22449857.0
273,Big Time,7.11,128,1.51,43,0.5,10,0.09,2,0.08,2092.0,23884,5760.52,76924,37041.32,285875,7347.0
274,Bigfoot Family,4.35,67,0.96,6,0.29,6,0.15,2,0.11,3473.4,230877,47319.21,2870725,29354.36,476639,10855626.0
275,Billion,278.47,27053,70.96,6860,10.58,877,6.89,626,0.12,1941.14,19375,291016.44,25656944,59137.67,944723,6740201.0
276,Birds of Passage,16.76,1070,27.73,2646,0.62,18,0.22,6,0.15,2477.98,103924,11222.62,151040,37605.51,491440,2517405.0
277,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),4.27,67,0.72,15,0.33,4,0.07,2,0.16,1352.76,11795,12595.61,489610,44309.34,293634,201858461.0
278,Birth of the Dragon,3.39,106,0.65,5,0.32,11,0.12,3,0.11,1729.8,43979,21153.02,240376,50715.12,698582,6901965.0
279,Bitter Harvest,7.66,98,4.5,56,0.23,4,0.31,7,0.23,1921.18,33540,13560.66,387853,53608.79,1050628,557241.0
280,BlacKkKlansman,9.54,86,2.33,30,0.65,11,0.32,17,0.25,2072.05,38677,87854.72,2124879,69087.41,569019,93400823.0
281,Black Adam,33.33,1574,2.37,115,3.09,144,1.18,73,0.0,1068.2,7268,3423.82,110332,36821.34,698591,319000000.0
282,Black Box,16.1,416,1.79,55,1.0,19,0.19,9,0.04,1406.97,13700,12151.93,785802,18925.2,183306,9639918.0
283,Black Christmas,5.14,76,1.05,31,1.47,36,0.21,7,0.15,2253.57,36871,23373.78,549175,77578.0,788747,18529730.0
284,Black Panther,9.0,193,2.34,62,0.43,6,0.18,4,0.11,2417.57,35027,35784.28,2393824,74894.76,698567,1347597973.0
285,Black Snow,2.16,32,1.26,66,0.5,3,0.05,3,0.04,589.33,4533,4774.27,275607,49200.27,662940,1440000.0
286,Black Water: Abyss,9.32,189,1.72,32,0.66,8,0.29,10,0.09,5084.83,33537,25490.85,299705,52430.21,256149,1117982.0
287,Black Widow,6.74,244,0.5,13,0.91,40,0.06,1,0.01,1396.98,13813,8790.8,450606,33537.42,488767,379751655.0
288,Black and Blue,20.03,1433,8.29,719,0.76,15,1.22,107,0.23,1690.12,14693,125459.3,2859745,65436.35,488785,22741061.0
289,Blacklight,10.93,448,1.58,41,2.53,81,0.6,33,0.14,1437.74,33538,816702.68,60720441,72097.42,1367555,15400000.0
290,Blade Runner 2049,5.51,137,1.23,39,0.74,38,0.2,7,0.2,2110.86,39234,342135.83,14533573,91995.68,749708,259239658.0
291,Blade of the Immortal,12.38,406,8.61,427,0.51,6,0.6,32,0.13,1161.92,18116,147320.55,3443090,109485.27,627109,150532.0
292,Blaze,8.42,259,3.97,332,0.94,46,0.64,61,0.1,1240.04,10567,84647.29,6462583,67223.77,503689,467306.0
293,Bleach,24.96,2117,5.01,413,0.54,8,0.11,6,0.01,1184.17,24370,2786.89,151420,61572.56,471899,3729856.0
294,Blessed Madness,70.33,3836,3.71,177,3.18,204,0.37,13,0.04,1526.08,21604,17295.07,1006514,47440.64,547907,4154000.0
295,Blind,8.01,684,1.36,90,0.485,8,0.105,4,0.025,1805.595,64711,4164.02,164764,45133.86,629828,12522.0
296,Blind,8.01,684,1.36,90,0.485,8,0.105,4,0.025,1805.595,64711,4164.02,164764,45133.86,629828,147131.0
297,Blind Ambition,3.38,28,0.87,7,0.39,2,0.08,2,0.11,2062.07,5786,9046.1,132040,43038.43,374200,124375.0
298,Blinded by the Light,7.53,185,1.25,34,0.53,5,0.16,4,0.19,5465.08,230875,115829.11,6462593,82852.24,2016501,18144644.0
299,Block Z,20.72,489,7.59,133,0.34,7,0.73,13,0.0,310.18,3537,5009.22,294656,89348.06,309405,709452.0
300,Blockage,2.99,35,1.35,28,0.42,5,0.11,4,0.16,1071.29,16624,114602.44,7444559,92810.53,1090563,10000.0
301,Blockers,6.76,146,1.5,60,1.03,27,0.27,13,0.13,3759.95,230872,40857.79,2870661,48737.92,513219,94017294.0
302,Bloodshot,14.21,539,2.85,82,0.65,12,0.21,5,0.15,1043.22,5002,97102.72,5668454,40778.09,393563,39861118.0
303,Bloody Crayons,18.01,731,7.15,279,0.26,10,0.33,17,0.01,1108.63,52493,11334.66,596437,48305.3,439397,25193.0
304,Bloody Hell,3.46,51,0.29,10,0.62,8,0.04,1,0.06,2638.55,47814,4246.2,95019,52321.87,462246,28037.0
305,Blue Bayou,11.61,214,1.54,25,0.55,6,0.28,7,0.24,1653.69,9239,101760.73,7798664,58115.03,665883,750000.0
306,Blue Story,10.0,229,3.06,95,0.51,18,0.3,10,0.16,1086.81,8535,102293.75,5503180,48093.32,301689,5750000.0
307,Blues for Life,2.43,53,1.39,106,0.1,3,0.06,1,0.04,977.61,4995,2109.68,73065,11532.75,141819,2000000.0
308,Bob the Builder: Mega Machines - The Movie,3.0,5,6.0,12,0.5,1,0.0,0,0.0,3324.5,6344,11853.0,23263,22933.5,38062,409712.0
309,Bodies Bodies Bodies,7.96,83,1.1,24,0.87,12,0.14,5,0.03,905.16,4918,4576.73,201124,33327.48,566126,10000000.0
310,Bodies at Rest,23.88,97,6.77,37,0.66,5,0.33,5,0.01,319.48,3607,8948.11,115005,24013.62,245327,25293853.0
311,Bohemian Rhapsody,12.49,195,1.64,32,1.08,12,0.56,12,0.19,5061.91,292022,289544.05,9501338,70806.7,2016501,894027543.0
312,Bolshoi,8.82,189,3.3,98,0.29,5,0.34,19,0.13,1419.2,17028,367352.6,14533666,65641.51,749709,4029886.0
313,Bomb City,12.135135135135135,76,2.4864864864864864,15,0.4594594594594595,2,0.3783783783783784,3,0.1891891891891892,670.6486486486486,2729,8076.918918918919,43509,17450.216216216217,75229,59000.0
314,Bombshell,90.83,7542,23.06,2090,12.27,1105,2.43,229,0.11,9996.84,600599,76332.56,2301478,76146.97,878462,61404394.0
315,Boo 2! A Madea Halloween,5.57,122,2.64,98,0.44,7,0.08,2,0.14,4086.06,67592,44085.5,2009466,54124.31,482087,48333932.0
316,Book Club,11.02,555,1.71,72,1.09,53,0.3,11,0.11,2659.65,63051,14424.05,547913,41156.2,267782,78720293.0
317,Booksmart,16.55,1025,1.42,81,0.76,15,0.2,9,0.13,2071.83,75948,225355.64,20366802,43732.24,391232,24849029.0
318,Boom for Real: The Late Teenage Years of Jean-Michel Basquiat,14.92,261,4.79,85,0.06,1,0.26,3,0.25,7338.75,117895,55666.22,680869,43488.05,346499,195517.0
319,Boonie Bears: The Big Shrink,22.0,67,10.333333333333334,33,1.0,5,0.5,2,0.5,1026.8333333333333,1939,671061.5,1884795,64437.5,224928,88726207.0
320,Border,7.38,162,2.5,71,0.87,25,1.79,161,0.15,2710.72,30220,53214.59,3634332,68983.5,1353899,2045184.0
321,Borg vs McEnroe,8.93,350,2.93,91,0.93,27,0.7,39,0.22,1639.91,12254,140631.42,3443088,56191.86,478331,16657800.0
322,Born a King,2.88,44,0.76,15,0.58,4,0.13,2,0.01,877.12,2756,1730.46,36410,38592.66,195319,844774.0
323,Boss 2,18.85,422,6.08,285,1.62,64,0.33,8,0.04,752.24,20775,17607.25,461457,24649.84,212736,1656664.0
324,Boss Level,3.46,57,0.44,20,0.27,3,0.02,1,0.14,1068.43,19611,97394.13,4410152,58629.73,1677426,2000000.0
325,Boundaries,5.16,88,1.54,17,0.29,3,0.17,4,0.09,2603.31,75334,75986.5,6899891,43533.14,367538,557169.0
326,Boundary,268.37,24411,63.96,5906,2.14,115,24.34,2310,0.07,2307.66,23454,30275.85,1429878,59499.37,622359,11400.0
327,Boy Erased,9.22,223,2.52,68,0.41,5,0.1,4,0.18,3007.46,120922,39228.84,1095442,54111.76,388027,7928149.0
328,"Bozkir ""Look at the Birds""",1.6666666666666667,3,0.0,0,0.0,0,0.0,0,0.0,1797.0,4269,1884.0,3484,2142.6666666666665,5107,5106.0
329,Brad's Status,9.47,246,16.57,1480,0.36,6,0.16,3,0.38,7182.31,230872,98799.9,2870657,91977.43,2016501,2400000.0
330,Brahms: The Boy II,23.81,989,2.99,66,1.77,32,0.72,27,0.29,3394.33,78254,137802.42,3275046,62462.15,458057,20311536.0
331,Brave New Jersey,6.61,126,1.57,48,0.39,24,0.43,13,0.22,2384.44,29556,93668.33,3443089,80705.15,984902,16544.0
332,Braven,11.14,143,2.41,72,0.82,10,0.22,4,0.23,4444.47,292021,39574.74,1880855,48127.36,256148,854319.0
333,Breach,8.38,200,2.08,21,1.81,35,0.32,7,0.16,3031.28,52998,158649.7,8996141,74107.75,940154,39328.0
334,Break Clause,7.17,336,2.06,38,0.88,21,0.18,4,0.08,2431.11,94235,13865.29,210691,34545.09,373286,50000.0
335,Breaking In,26.19,962,8.4,321,6.89,582,2.8,145,0.18,3676.44,95994,87921.6,4929171,53687.71,601599,49078000.0
336,Breaking Surface,27.07,413,16.22,856,1.64,19,2.3,162,0.14,2946.7,68663,46456.48,1222764,78566.03,3322934,98157.0
337,Breathe,10.9,293,23.9,2187,0.61,11,0.16,4,0.09,1368.5,43979,116627.65,9501320,54260.57,408407,477815.0
338,Brian Banks,8.92,198,2.27,63,0.42,13,0.33,11,0.31,2398.23,43980,498806.34,8843438,114628.77,628809,4300000.0
339,Brightburn,9.14,193,1.82,34,0.69,16,0.23,5,0.18,6365.61,323541,107623.04,4719680,48783.24,410922,32893421.0
340,Brigsby Bear,8.11,145,1.74,24,0.34,8,0.33,4,0.35,3402.15,75024,186362.83,8992450,61972.87,359619,532669.0
341,Brittany Runs a Marathon,5.87,95,0.97,22,0.59,8,0.13,6,0.38,2880.08,55678,235752.85,7798625,69515.67,640739,7439448.0
342,Broker,29.76,766,7.64,288,1.18,30,2.06,160,0.02,1269.69,15716,3447.16,48126,34168.42,307674,14900000.0
343,Bros,18.12,472,1.69,89,0.95,15,0.23,5,0.02,927.87,11464,9947.82,476116,36345.98,516456,11645789.0
344,Brother in Love,8.91,146,1.14,34,0.87,19,0.05,1,0.04,1437.39,22863,4221.1,126817,29087.8,285674,1368504.0
345,Brother in Love 2,22.91,1539,1.3,38,2.43,152,0.45,15,0.02,3483.98,172845,5162.08,170697,38873.49,565273,2551748.0
346,Buffaloed,5.06,160,0.77,17,0.3,4,0.13,2,0.1,6104.08,230681,51531.57,2701359,65116.86,560929,29118.0
347,Bullet Head,9.29,365,2.2,75,0.67,28,0.25,6,0.18,4409.33,53216,138119.64,5472661,59063.82,386907,87465.0
348,Bullet Train,17.86,666,3.41,188,0.83,13,0.89,78,0.05,1339.92,14905,16340.05,890248,30318.59,417881,239260044.0
349,Bulmaca Kulesi: Dev Kuşun Gizemi,25.0,71,8.0,24,0.3333333333333333,1,0.3333333333333333,1,0.3333333333333333,379.3333333333333,1076,11525.333333333334,34176,7173.666666666667,10368,149485.0
350,Bumblebee,5.66,106,1.68,34,1.47,65,0.12,5,0.08,2021.56,91294,84269.52,6462589,76983.28,2016501,467989645.0
351,Burn,9.4,656,1.15,85,0.88,43,0.11,5,0.03,1375.55,19344,3533.26,68882,48645.81,275473,25373.0
352,Burning,4.15,70,1.41,25,0.37,5,0.04,2,0.06,1381.3,21215,20299.14,1285108,61741.25,2127477,6591038.0
353,Buster's Mal Heart,3.41,33,0.96,7,0.15,2,0.24,4,0.29,2667.76,78251,40869.01,808745,48897.56,503413,73121.0
354,Butterflies,4.66,73,1.72,53,0.36,6,0.09,5,0.02,5797.54,402452,266946.85,25656772,99332.17,2064630,352082.0
355,BuyBust,65.07,5738,4.14,293,1.17,96,0.93,83,0.03,663.39,12489,183011.2,14840172,33664.06,349156,178471.0
356,BuzziN',3.21,31,0.37,16,0.4,3,0.05,1,0.03,694.48,4322,1366.62,20347,20052.79,319664,1747037.0
357,Bye Bye Morons,8.78,551,1.01,74,0.74,31,0.14,10,0.02,2896.23,26498,6632.48,66969,70459.36,959151,16955173.0
358,Bāhubali 2: The Conclusion,33.44,798,7.37,160,1.97,104,0.29,10,0.12,510.75,4667,60659.66,2075508,28345.91,680029,275947313.0
359,C'est la vie!,3.01,57,0.68,10,0.41,7,0.0,0,0.0,598.12,3936,1735.52,55374,44567.58,647989,23800000.0
360,C'mon C'mon,4.99,47,0.39,11,0.82,18,0.07,2,0.02,1474.03,12170,5081.25,166516,33232.62,275398,4300000.0
361,C/O Saira Banu,11.790322580645162,388,2.306451612903226,57,0.2903225806451613,6,0.0967741935483871,3,0.3064516129032258,834.483870967742,5166,146789.20967741936,3992261,58025.27419354839,249690,900000.0
362,CHiPS,4.96,105,0.73,19,0.53,14,0.12,7,0.05,855.3,7254,2616.26,36688,34680.22,354829,26800152.0
363,CIA: Comrade In America,7.59,85,1.11,15,0.08,3,0.04,1,0.04,637.96,3848,4591.31,49928,18336.29,137345,3900000.0
364,CODA,26.47,1146,4.41,211,1.23,39,1.11,72,0.15,1892.23,18042,34250.71,1503696,39961.08,265386,1600000.0
365,Cake,7.37,101,0.83,11,0.8,13,0.09,2,0.02,2675.46,145398,4437.07,138955,60218.93,1930328,850000.0
366,Call Me by Your Name,7.83,350,2.18,139,0.77,20,0.72,49,0.06,1829.43,34350,10250.92,195495,74553.58,948866,41063475.0
367,Camp Cool Kids,9.25,314,3.11,190,0.63,34,0.4,31,0.06,984.37,10152,7051.2,138177,15449.1,301409,5199.0
368,Can You Ever Forgive Me?,27.53,696,5.37,196,0.91,10,1.57,84,0.51,2530.4,65419,1294318.6,27126323,94818.48,1125215,8586944.0
369,Can't Help Falling in Love,11.48,194,6.55,151,0.23,3,0.39,15,0.01,1159.73,36367,15549.08,442635,45412.24,310668,6300000.0
370,Candyman,140.05,13243,30.22,2937,2.08,149,12.65,1245,0.1,1010.75,4988,6212.18,245009,52613.58,394249,77389310.0
371,Capernaum,4.69,96,1.75,11,0.38,8,0.07,2,0.09,6916.84,120922,36918.08,1095439,528948.03,2698621,64978931.0
372,Capitán América: Una Loca Guerra Civil,1.2,2,0.0,0,0.0,0,0.0,0,0.0,245.2,508,246.4,457,1448.8,2328,10000.0
373,Capone,5.93,79,1.16,33,0.65,7,0.16,5,0.05,2473.43,34202,21109.15,574092,58620.97,648928,858281.0
374,Captain,4.41,46,0.7,6,0.48,5,0.1,2,0.04,1521.64,67128,4384.88,67736,48860.41,342517,577500.0
375,Captain Marvel,7.71,122,1.07,34,0.83,20,0.3,8,0.06,1453.9,9402,43209.09,3634369,81572.4,1353772,1128276090.0
376,Captain Underpants: The First Epic Movie,1.71,20,0.96,61,0.09,3,0.05,4,0.06,4824.69,230872,40427.06,2870634,89353.48,502782,125427681.0
377,Captive State,7.31,162,2.1,55,0.71,20,0.24,5,0.21,3874.37,47813,216192.04,10826913,70563.37,791840,5958315.0
378,Carbon,4.1,83,2.78,113,0.97,52,0.46,25,0.07,1910.78,32698,25875.82,1448945,70421.87,1071451,583100.0
379,Cargo,9.23,267,5.6,307,1.06,42,0.38,23,0.05,1170.77,10272,53065.44,3582154,40610.83,361438,56385.0
380,Carrie Pilby,44.53,742,9.42,156,0.55,9,0.47,7,0.17,1255.9,10817,128943.18,6529244,48564.28,954617,28430.0
